Optimizer,Instance,BKS,BS,Gap,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100,Iter101,Iter102,Iter103,Iter104,Iter105,Iter106,Iter107,Iter108,Iter109,Iter110,Iter111,Iter112,Iter113,Iter114,Iter115,Iter116,Iter117,Iter118,Iter119,Iter120,Iter121,Iter122,Iter123,Iter124,Iter125,Iter126,Iter127,Iter128,Iter129,Iter130,Iter131,Iter132,Iter133,Iter134,Iter135,Iter136,Iter137,Iter138,Iter139,Iter140,Iter141,Iter142,Iter143,Iter144,Iter145,Iter146,Iter147,Iter148,Iter149,Iter150,Iter151,Iter152,Iter153,Iter154,Iter155,Iter156,Iter157,Iter158,Iter159,Iter160,Iter161,Iter162,Iter163,Iter164,Iter165,Iter166,Iter167,Iter168,Iter169,Iter170,Iter171,Iter172,Iter173,Iter174,Iter175,Iter176,Iter177,Iter178,Iter179,Iter180,Iter181,Iter182,Iter183,Iter184,Iter185,Iter186,Iter187,Iter188,Iter189,Iter190,Iter191,Iter192,Iter193,Iter194,Iter195,Iter196,Iter197,Iter198,Iter199,Iter200,Iter201,Iter202,Iter203,Iter204,Iter205,Iter206,Iter207,Iter208,Iter209,Iter210,Iter211,Iter212,Iter213,Iter214,Iter215,Iter216,Iter217,Iter218,Iter219,Iter220,Iter221,Iter222,Iter223,Iter224,Iter225,Iter226,Iter227,Iter228,Iter229,Iter230,Iter231,Iter232,Iter233,Iter234,Iter235,Iter236,Iter237,Iter238,Iter239,Iter240,Iter241,Iter242,Iter243,Iter244,Iter245,Iter246,Iter247,Iter248,Iter249,Iter250,Iter251,Iter252,Iter253,Iter254,Iter255,Iter256,Iter257,Iter258,Iter259,Iter260,Iter261,Iter262,Iter263,Iter264,Iter265,Iter266,Iter267,Iter268,Iter269,Iter270,Iter271,Iter272,Iter273,Iter274,Iter275,Iter276,Iter277,Iter278,Iter279,Iter280,Iter281,Iter282,Iter283,Iter284,Iter285,Iter286,Iter287,Iter288,Iter289,Iter290,Iter291,Iter292,Iter293,Iter294,Iter295,Iter296,Iter297,Iter298,Iter299,Iter300,Iter301,Iter302,Iter303,Iter304,Iter305,Iter306,Iter307,Iter308,Iter309,Iter310,Iter311,Iter312,Iter313,Iter314,Iter315,Iter316,Iter317,Iter318,Iter319,Iter320,Iter321,Iter322,Iter323,Iter324,Iter325,Iter326,Iter327,Iter328,Iter329,Iter330,Iter331,Iter332,Iter333,Iter334,Iter335,Iter336,Iter337,Iter338,Iter339,Iter340,Iter341,Iter342,Iter343,Iter344,Iter345,Iter346,Iter347,Iter348,Iter349,Iter350,Iter351,Iter352,Iter353,Iter354,Iter355,Iter356,Iter357,Iter358,Iter359,Iter360,Iter361,Iter362,Iter363,Iter364,Iter365,Iter366,Iter367,Iter368,Iter369,Iter370,Iter371,Iter372,Iter373,Iter374,Iter375,Iter376,Iter377,Iter378,Iter379,Iter380,Iter381,Iter382,Iter383,Iter384,Iter385,Iter386,Iter387,Iter388,Iter389,Iter390,Iter391,Iter392,Iter393,Iter394,Iter395,Iter396,Iter397,Iter398,Iter399,Iter400,Iter401,Iter402,Iter403,Iter404,Iter405,Iter406,Iter407,Iter408,Iter409,Iter410,Iter411,Iter412,Iter413,Iter414,Iter415,Iter416,Iter417,Iter418,Iter419,Iter420,Iter421,Iter422,Iter423,Iter424,Iter425,Iter426,Iter427,Iter428,Iter429,Iter430,Iter431,Iter432,Iter433,Iter434,Iter435,Iter436,Iter437,Iter438,Iter439,Iter440,Iter441,Iter442,Iter443,Iter444,Iter445,Iter446,Iter447,Iter448,Iter449,Iter450,Iter451,Iter452,Iter453,Iter454,Iter455,Iter456,Iter457,Iter458,Iter459,Iter460,Iter461,Iter462,Iter463,Iter464,Iter465,Iter466,Iter467,Iter468,Iter469,Iter470,Iter471,Iter472,Iter473,Iter474,Iter475,Iter476,Iter477,Iter478,Iter479,Iter480,Iter481,Iter482,Iter483,Iter484,Iter485,Iter486,Iter487,Iter488,Iter489,Iter490,Iter491,Iter492,Iter493,Iter494,Iter495,Iter496,Iter497,Iter498,Iter499,Iter500
HHOCVRP,A-n32-k5,784,805.15,2.6977,2.55,1397.7,989.75,909.7,902.5,892.35,880.7,874.6,872.1,872.1,866.4,865.45,855.9,848.55,845.55,845.35,844.15,843.35,840.05,840.05,840.05,839.85,839.65,837.65,837.65,837.35,836.25,835.3,835.2,832.15,831.4,830.7,830.15,829.95,829.7,829.4,828.9,828.65,828.65,828.65,828.65,828.65,828.65,828.5,828.25,828.25,828.25,828.15,828.15,828.15,828.05,828.05,828.05,828.05,828.05,828.05,827.85,827.6,826.3,826.3,826.2,826.1,825.85,825.85,825.7,825.4,825.4,825.4,825.3,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.1,825.0,825.0,825.0,825.0,825.0,824.75,824.75,824.75,824.75,824.25,824.2,824.2,824.2,824.0,824.0,824.0,824.0,824.0,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.85,823.7,823.7,823.7,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.45,823.45,823.2,823.05,823.05,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.9,822.75,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.6,822.4,822.4,822.4,822.4,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.25,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.2,822.05,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.75,821.75,821.75,821.75,821.75,821.7,821.7,821.7,821.7,821.7,821.7,821.7,821.7,821.7,821.7,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.55,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.3,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.25,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,820.95,805.15
HHOCVRP,A-n33-k5,661,670.6,1.4523,2.69,1186.5,996.45,837.0,827.35,763.1,757.2,754.7,747.35,739.65,735.6,735.05,732.4,730.05,728.3,724.75,724.75,723.4,723.05,723.05,721.1,720.6,720.25,719.15,719.05,718.7,718.65,717.65,717.1,717.1,716.6,715.95,715.95,715.6,715.45,715.45,715.2,715.0,713.1,713.0,713.0,711.7,709.25,708.15,708.15,707.6,707.55,707.55,707.55,705.95,705.8,705.8,704.85,704.55,704.55,704.3,704.25,702.9,702.9,702.55,702.45,701.55,701.55,701.55,701.55,700.55,700.55,699.75,699.15,699.15,698.9,698.9,698.35,697.6,697.5,697.5,697.5,696.95,696.95,696.6,696.4,696.1,696.1,696.1,695.75,694.95,694.8,693.8,693.55,692.25,691.9,691.75,691.05,691.05,691.05,691.05,691.0,691.0,691.0,691.0,690.95,690.95,690.95,690.8,690.8,690.35,690.3,690.1,689.85,689.7,689.7,689.4,689.1,689.1,689.1,689.1,689.1,689.1,689.1,689.05,689.05,689.05,689.05,689.05,689.0,689.0,689.0,689.0,688.65,688.65,688.65,688.6,688.0,688.0,688.0,687.7,687.7,687.7,687.7,687.7,687.7,687.55,687.4,687.35,687.2,687.2,687.2,687.2,687.2,687.2,687.05,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.4,686.05,686.05,686.05,686.05,686.05,686.05,686.05,686.05,686.05,686.05,685.9,685.9,685.9,685.45,685.45,685.45,685.3,685.3,685.3,685.3,685.15,685.15,685.15,685.15,685.0,685.0,685.0,685.0,684.3,684.3,684.3,683.05,683.05,683.05,683.05,682.85,682.85,682.85,682.65,682.6,682.4,682.4,682.4,682.25,682.25,682.25,681.9,681.9,681.9,681.9,681.9,681.9,681.9,681.85,681.8,681.75,681.7,681.65,681.65,681.45,681.45,681.45,681.45,681.3,681.3,681.3,681.3,681.3,681.3,681.1,680.95,680.95,680.95,680.95,680.95,680.95,680.4,680.4,680.3,680.3,680.3,680.3,680.3,680.3,680.3,680.05,680.05,678.9,678.85,678.85,678.85,678.85,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.75,678.6,678.6,678.6,678.55,678.45,678.45,678.45,678.45,678.45,678.45,678.45,678.45,678.25,678.25,678.25,677.5,677.5,677.45,677.35,677.35,677.35,677.35,677.35,677.25,677.25,677.25,677.25,677.25,677.25,677.1,676.65,676.5,676.4,676.4,676.05,676.05,676.05,676.05,676.05,676.05,676.05,676.05,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.5,675.5,675.25,675.1,674.85,674.85,674.85,674.85,674.75,674.75,674.75,674.5,674.35,674.35,674.35,674.35,674.0,674.0,673.95,673.95,673.95,673.95,673.8,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.75,673.3,673.3,673.3,673.2,673.2,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.85,672.7,672.7,672.7,672.7,672.65,672.65,672.65,672.65,672.5,672.5,672.5,672.5,672.5,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.4,672.15,672.15,672.15,672.15,672.15,672.15,672.15,672.15,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,671.75,670.6
HHOCVRP,A-n33-k6,742,748.6,0.8895,2.65,1322.55,1067.05,918.6,861.6,829.4,823.9,817.0,814.75,806.85,806.55,800.5,799.85,799.1,797.95,791.15,790.1,789.7,788.15,785.5,783.45,783.45,783.05,783.05,781.75,780.35,780.35,779.55,779.55,777.05,777.05,776.15,775.5,774.9,774.8,774.8,774.8,774.75,774.3,774.3,773.95,773.9,772.05,771.7,771.7,769.85,769.8,769.65,768.8,768.8,768.8,768.65,768.6,768.1,767.75,767.75,767.75,766.95,766.95,766.35,766.35,766.3,766.15,765.35,765.15,765.0,765.0,765.0,765.0,764.95,764.95,764.95,764.9,764.6,764.6,762.85,762.85,762.85,762.85,762.8,762.8,762.6,762.6,762.6,762.6,762.6,762.6,762.6,762.45,762.1,762.1,762.1,762.1,761.85,761.85,761.65,761.65,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.55,761.5,761.5,761.25,760.95,760.9,760.7,760.7,759.65,759.55,759.55,759.35,759.35,759.35,759.2,759.15,759.1,759.0,759.0,759.0,758.9,758.9,758.9,758.9,758.9,758.9,758.8,758.8,758.35,758.25,758.25,758.25,758.25,758.25,758.25,758.25,758.25,758.25,758.25,758.2,758.2,758.2,758.2,758.2,758.2,758.2,758.2,758.2,758.2,758.2,757.85,757.85,757.5,757.45,757.45,757.45,757.35,757.35,757.35,757.35,757.35,757.35,757.35,757.35,757.35,757.3,757.3,757.3,757.3,757.3,756.55,756.55,756.45,756.45,756.45,756.45,756.1,756.1,756.1,756.1,756.1,756.1,756.1,756.1,755.5,755.45,755.45,755.45,755.45,755.45,755.35,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.25,755.1,755.1,755.1,755.1,755.1,754.8,754.8,754.8,754.75,754.75,754.3,754.3,754.3,754.3,754.3,754.3,754.3,754.3,754.25,754.25,754.25,754.25,754.25,754.25,754.25,754.25,754.25,754.25,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,754.2,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.9,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.75,753.7,753.7,753.7,753.7,753.7,753.7,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.55,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.5,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.4,753.35,753.25,753.25,753.25,753.25,753.25,753.25,753.25,753.25,753.25,753.25,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.1,753.0,748.6
HHOCVRP,A-n34-k5,778,787.8,1.2596,2.73,1205.55,994.1,955.6,939.0,895.85,884.2,880.75,876.6,871.2,870.65,866.3,859.25,857.55,857.55,853.6,849.95,849.95,848.5,848.4,846.65,846.6,846.45,839.65,836.95,836.95,836.95,836.75,836.75,836.65,834.95,834.65,834.45,834.35,834.35,834.35,831.0,829.8,829.7,829.4,829.4,829.4,829.4,828.7,828.7,828.65,828.55,828.55,828.5,828.3,826.85,826.45,825.35,823.85,823.6,823.6,823.3,822.6,822.6,822.6,821.95,821.95,821.2,821.15,821.15,820.95,820.95,819.35,819.35,819.35,819.2,818.8,818.8,818.8,818.1,817.35,817.35,817.35,817.35,817.35,817.25,817.25,817.05,817.05,817.0,817.0,817.0,817.0,817.0,815.85,815.85,815.85,815.85,815.85,815.85,815.85,815.85,815.85,815.55,815.55,815.55,815.45,815.45,815.35,815.1,813.75,813.75,813.6,813.6,813.35,813.35,813.35,813.3,813.3,813.3,811.65,811.65,811.65,810.9,810.9,810.9,810.9,810.9,810.9,810.9,810.65,810.65,810.65,810.65,810.65,809.9,809.4,809.4,809.4,809.4,809.4,809.4,809.4,808.5,808.5,808.5,808.5,808.5,808.05,808.05,807.8,807.8,807.8,807.55,807.15,807.15,807.15,807.15,807.15,807.15,807.15,807.15,807.15,807.0,807.0,807.0,807.0,807.0,807.0,806.95,806.95,806.95,806.55,806.55,806.55,806.55,806.55,806.1,806.1,806.1,806.1,806.1,806.1,806.1,805.85,805.2,805.2,805.2,804.65,804.65,804.65,804.65,804.65,804.65,804.65,803.35,803.35,803.35,803.35,803.35,803.3,803.3,803.3,803.3,803.3,803.3,803.3,803.3,803.0,803.0,803.0,802.55,802.55,802.45,802.45,802.25,800.0,800.0,800.0,800.0,799.75,799.75,799.75,799.75,799.75,799.75,799.75,799.55,799.55,799.55,799.25,799.0,799.0,799.0,798.35,798.35,798.35,798.2,798.2,797.95,797.95,797.95,797.95,797.35,797.35,797.15,797.15,796.9,796.9,796.9,796.25,795.95,795.95,795.95,795.95,795.95,795.95,795.95,795.95,795.05,795.05,794.8,794.8,794.8,794.8,794.75,794.75,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.7,794.05,794.05,793.8,793.8,793.8,793.8,793.8,793.15,793.15,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.9,792.5,792.5,792.5,792.25,792.25,792.25,792.25,792.25,792.25,791.9,791.9,791.9,791.9,791.9,791.9,791.8,791.8,791.8,791.8,791.8,791.8,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,791.45,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.8,790.75,790.75,790.75,790.75,790.7,790.7,790.7,790.7,790.7,790.7,790.65,790.65,790.65,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,789.35,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,788.7,787.8
HHOCVRP,A-n36-k5,799,820.15,2.6471,3.1,1465.7,1163.0,1082.6,956.6,948.95,907.1,896.35,890.9,884.75,884.2,879.75,876.95,875.0,873.25,871.95,871.95,871.0,870.3,869.9,869.1,869.1,869.1,869.0,869.0,869.0,867.5,867.5,867.5,867.0,865.8,865.75,865.1,865.1,864.1,864.1,862.2,861.6,861.6,860.85,860.5,860.45,860.3,860.05,860.05,858.1,858.1,858.05,857.0,857.0,856.9,856.6,856.55,856.3,854.95,854.95,854.3,854.3,854.3,854.3,853.65,852.65,852.35,851.3,851.0,850.15,850.15,849.65,849.65,849.35,849.05,849.05,849.05,848.9,848.55,848.55,848.55,848.5,848.15,848.15,847.95,847.5,847.5,847.3,846.6,846.6,846.3,845.9,845.75,845.75,845.75,845.35,845.35,845.35,844.8,844.65,844.3,844.3,844.3,844.05,844.05,843.65,843.65,843.65,843.65,843.65,843.65,843.65,843.65,843.65,843.65,843.65,843.3,843.25,843.25,843.25,843.25,843.25,843.25,843.25,843.1,842.55,842.15,841.95,841.95,841.95,841.95,841.6,841.4,840.75,840.75,840.55,839.95,839.45,839.45,839.45,839.45,839.45,839.05,839.0,838.8,838.8,838.8,838.65,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,837.95,837.5,837.5,837.5,837.3,837.3,837.3,837.25,837.25,837.25,837.05,837.05,837.05,837.05,836.95,836.95,836.8,836.75,836.35,836.35,836.0,836.0,836.0,836.0,836.0,836.0,835.5,835.5,835.5,835.4,835.05,834.7,834.7,833.6,833.6,833.55,833.55,833.55,833.55,833.1,833.1,833.1,833.1,833.0,833.0,833.0,833.0,832.85,832.85,832.75,832.5,832.5,831.9,831.9,831.6,831.0,830.9,830.9,830.9,830.9,830.9,830.8,830.65,830.45,830.35,830.35,830.0,829.7,829.7,829.7,829.6,829.6,829.35,829.35,829.35,829.35,829.0,829.0,829.0,829.0,829.0,828.95,828.95,828.75,828.75,828.75,828.45,828.45,828.45,828.45,828.45,828.25,828.25,828.25,828.25,828.25,828.05,827.9,827.9,827.8,827.8,827.4,827.4,827.15,827.15,827.15,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.95,826.8,826.8,826.65,826.65,826.5,826.5,826.45,826.4,826.4,826.3,826.15,826.15,826.15,826.05,826.05,825.7,825.7,825.7,825.7,825.5,825.45,825.45,825.45,825.45,825.25,825.25,825.25,825.05,825.05,825.05,825.05,825.05,825.05,825.05,825.05,824.8,824.8,824.8,824.8,824.8,824.1,824.1,824.1,824.1,824.1,824.1,824.1,824.1,824.1,824.0,824.0,824.0,824.0,824.0,823.9,823.9,823.9,823.7,823.7,823.7,823.7,823.65,823.65,823.65,823.65,823.65,823.65,823.65,823.55,823.55,823.4,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,823.1,822.75,822.45,822.45,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,822.1,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.75,821.7,821.7,821.65,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.6,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,821.45,820.15
